area_fips,own_code,naics_code,agglvl_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,annual_avg_wkly_wage,avg_annual_pay,tariff_301_direct,targeted_import_share_2017_china,china_import_value_2017,n_hs8_total,n_hs8_targeted,pce_price_index_2017_100,has_301_import_weight,naics_fe,ln_avg_annual_pay,dln_avg_annual_pay,ln_avg_weekly_wage,dln_avg_weekly_wage,real_annual_pay_pce,ln_real_annual_pay_pce,dln_real_annual_pay_pce,real_weekly_wage_pce,ln_real_weekly_wage_pce,dln_real_weekly_wage_pce,lag1_tariff_301_direct,lag2_tariff_301_direct,tariff_301_direct_cum01,tariff_301_direct_cum02,d_tariff_301_direct
US000,5,111120,18,2016,40,197,7607674,743,38634,0,1,22.429932,4,0,98.28433333333334,1,111120,10.561887996766238,NA,6.610696044717759,NA,39308.401135481065,10.579193544362603,NA,755.969923996025,6.628001592314124,NA,NA,NA,0,0,NA
US000,5,111120,18,2017,40,183,8082342,850,44206,0,1,22.429932,4,0,100.00016666666666,1,111120,10.696615805459388,0.1347278086931496,6.745236349484363,0.1345403047666034,44205.92632345613,10.696614138794109,0.11742059443150588,849.9985833356944,6.745234682819085,0.11723309050496056,0,NA,0,0,0
US000,5,111120,18,2018,43,205,9224952,866,45018,0.03333333333333332,1,22.429932,4,4,102.047,1,111120,10.714817688773783,0.018201883314395317,6.763884908562435,0.018648559078072502,44114.96663302204,10.69455438329237,-0.002059755501738536,848.6285731084696,6.743621603081022,-0.0016130797380631279,0,0,0.03333333333333332,0.03333333333333332,0.03333333333333332
US000,5,111120,18,2019,55,244,11664027,919,47787,0.2,1,22.429932,4,4,103.50875,1,111120,10.774508914962748,0.059691226188965274,6.823286122355687,0.059401213793251806,46167.11147608293,10.740022950756007,0.04546856746363659,887.8476457304333,6.7888001581489466,0.0451785550679249,0.03333333333333332,0,0.23333333333333334,0.23333333333333334,0.16666666666666669
US000,5,111120,18,2020,67,284,12945931,875,45517,0.24999999999999997,1,22.429932,4,4,104.66641666666668,1,111120,10.725841161531715,-0.048667753431033134,6.774223886357614,-0.0490622359980728,43487.68348968986,10.680233038817548,-0.059789911938459284,835.9892579361256,6.728615763643447,-0.06018439450549984,0.2,0.03333333333333332,0.44999999999999996,0.4833333333333333,0.04999999999999996
US000,5,111120,18,2021,67,255,12166012,917,47679,0.24999999999999997,1,22.429932,4,4,108.97258333333332,1,111120,10.772246328364929,0.04640516683321394,6.821107472256465,0.046883585898850555,43753.20703754997,10.686320192814602,0.006087153997054173,841.496064377049,6.7351813367061375,0.006565573062690788,0.24999999999999997,0.2,0.49999999999999994,0.7,0
US000,5,111120,18,2022,66,251,12707436,975,50678,0.24999999999999997,1,22.429932,4,4,116.10041666666666,1,111120,10.833247170357247,0.06100084199231759,6.882437470997847,0.061329998741382674,43650.14480998848,10.683961878787754,-0.002358314026848163,839.790267763897,6.733152179428354,-0.002029157277783078,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7499999999999999,0
US000,5,111120,18,2023,65,243,15539972,1230,63972,0.24999999999999997,1,22.429932,4,4,120.51066666666668,1,111120,11.066200766610761,0.2329535962535143,7.114769448366463,0.23233197736861566,53084.09767323501,10.879632683530486,0.19567080474273268,1020.6565393934699,6.9282013652861885,0.19504918585783404,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7499999999999999,0
US000,5,111120,18,2024,64,240,14691291,1178,61256,0.24999999999999997,1,22.429932,4,4,123.66608333333332,1,111120,11.02281708279296,-0.043383683817801,7.071573364211532,-0.043196084154931036,49533.38728686726,10.810402211833983,-0.06923047169650332,952.5651401320628,6.859158493252555,-0.06904287203363335,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7499999999999999,0
US000,5,111120,18,2025,68,255,18126125,1368,71153,0.24999999999999997,1,22.429932,4,4,126.91908333333332,1,111120,11.172587767070425,0.1497706842774651,7.221105098182496,0.14953173397096364,56061.70335561569,10.934208208766913,0.12380599693292993,1077.8520960533253,6.9827255398789845,0.12356704662642937,0.24999999999999997,0.24999999999999997,0.49999999999999994,0.7499999999999999,0
